Category | Function,Role,Resource type,Unit,Region,Rate_low,Rate_high,Currency,Source,Notes
Creative,Studio Artist,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,UK-LON,75.0,75.0,GBP,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,EU-ES,75.0,75.0,EUR,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,EU-FR,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,EU-DE,95.0,95.0,EUR,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,EU-IT,90.0,90.0,EUR,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,LATAM-BR,375.0,375.0,BRL,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,APAC-CN,510.0,510.0,CNY,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,NA-CA,95.0,95.0,CAD,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,EU-CH,95.0,95.0,CHF,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Database,CRM/Data Analyst,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,UK-LON,75.0,75.0,GBP,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,EU-ES,75.0,75.0,EUR,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,EU-FR,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,EU-DE,95.0,95.0,EUR,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,EU-IT,90.0,90.0,EUR,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,LATAM-BR,375.0,375.0,BRL,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,APAC-CN,510.0,510.0,CNY,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,NA-CA,95.0,95.0,CAD,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,EU-CH,95.0,95.0,CHF,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Database,Data Analyst,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,UK-LON,180.0,180.0,GBP,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,EU-ES,155.0,155.0,EUR,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,EU-FR,200.0,200.0,EUR,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,EU-DE,210.0,210.0,EUR,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,EU-IT,145.0,145.0,EUR,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,LATAM-BR,790.0,790.0,BRL,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,APAC-CN,815.0,815.0,CNY,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,NA-CA,177.0,177.0,CAD,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,EU-CH,210.0,210.0,CHF,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Database,Database Director,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Database,Database Manager,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Database,Digital Programmer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,UK-LON,110.0,110.0,GBP,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,EU-ES,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,EU-FR,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,EU-DE,150.0,150.0,EUR,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,EU-IT,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,LATAM-BR,640.0,640.0,BRL,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,APAC-CN,710.0,710.0,CNY,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,NA-CA,145.0,145.0,CAD,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,EU-CH,150.0,150.0,CHF,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Database,Digital Technical Director,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Database,Senior Data Analyst,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Database,Senior Digital Producer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Database,Systems Engineer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Database,Technical Programmer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,UK-LON,200.0,200.0,GBP,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,EU-ES,165.0,165.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,EU-FR,220.0,220.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,EU-DE,225.0,225.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,EU-IT,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,LATAM-BR,875.0,875.0,BRL,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,APAC-CN,1325.0,1325.0,CNY,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,NA-CA,195.0,195.0,CAD,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,EU-CH,225.0,225.0,CHF,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Director Editorial Services,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Editor,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,UK-LON,75.0,75.0,GBP,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,EU-ES,75.0,75.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,EU-FR,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,EU-DE,95.0,95.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,EU-IT,90.0,90.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,LATAM-BR,375.0,375.0,BRL,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,APAC-CN,510.0,510.0,CNY,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,NA-CA,95.0,95.0,CAD,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,EU-CH,95.0,95.0,CHF,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Junior Editor,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,UK-LON,220.0,220.0,GBP,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,EU-ES,165.0,165.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,EU-FR,220.0,220.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,EU-DE,225.0,225.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,EU-IT,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,LATAM-BR,875.0,875.0,BRL,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,APAC-CN,1325.0,1325.0,CNY,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,NA-CA,195.0,195.0,CAD,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,EU-CH,225.0,225.0,CHF,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match
Editorial,Managing Editor,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match
Editorial,Senior Editor,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match
Editorial,Senior Editor,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Senior Editor,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Senior Editor,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Senior Editor,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match
Editorial,Senior Editor,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match
Editorial,Senior Editor,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match
