48,445,,,,,,,,
Category | Function,Role,Resource type,Unit,Region,Rate_low,Rate_high,Currency,Source,Notes
Creative,Group Creative Director,FTE,Hour,EU-ES,165.00,165.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Group Creative Director,FTE,Hour,EU-FR,220.00,220.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Group Creative Director,FTE,Hour,EU-DE,225.00,225.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Group Creative Director,FTE,Hour,EU-IT,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Group Creative Director,FTE,Hour,LATAM-BR,875.00,875.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Group Creative Director,FTE,Hour,APAC-CN,"1,325.00","1,325.00",CNY,OP_Content Lab,Exact Rate Match
Creative,Group Creative Director,FTE,Hour,NA-CA,195.00,195.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Group Creative Director,FTE,Hour,EU-CH,225.00,225.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Group Creative Director,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Group Creative Director,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Group Creative Director,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Group Creative Director,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,EU-ES,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,EU-FR,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,EU-DE,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,EU-IT,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Illustrator,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Art Director,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Copywriter,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,UK-LON,75.00,75.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,EU-ES,56.00,75.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,EU-FR,58.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,EU-DE,58.00,95.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,EU-IT,56.00,90.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,LATAM-BR,375.00,375.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,APAC-CN,510.00,510.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,NA-CA,95.00,95.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,EU-CH,95.00,95.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,EU-ES,50.00,80.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,EU-IT,50.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Junior Web Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,UK-LON,110.00,110.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Animation Artist,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,UK-LON,110.00,110.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Art Director,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,UK-LON,110.00,110.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Copywriter,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,EU-ES,84.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,EU-FR,87.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,EU-DE,87.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,EU-IT,84.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Graphic Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,UK-LON,110.00,110.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Illustrator,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,UK-LON,95.00,110.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Senior Web Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,SEO Strategist,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Artist,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-ES,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-FR,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-DE,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-IT,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Studio Manager,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-ES,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-FR,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-DE,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-IT,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,UX Lead,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,UX Writer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-ES,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-FR,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-DE,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-IT,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match
Creative,Web Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match
Creative - Content,Designer,FTE,Day,UK-LON,436.69,436.69,GBP,EG_JH Resource Calc,
